Meanless,Time1,Time2,Sentence1,Sentence2,word1,word2,category1,category2,continuous1,continuous2
10561,2024-05-06 15:55:18,2024-05-06 16:35:18,바나나 자동차 사과,bill move piece,F,eee,1.0,33.0,-0.17035493111693834,585.0
88481,2020-05-23 22:47:54,2020-05-23 23:05:54,자동차 자동차 컴퓨터,book when south,T,ccc,1.0,22.0,-0.03739467088275372,332.0
35941,2023-10-24 13:43:51,2023-10-24 14:31:51,하늘 자동차 사과,news also about,,bbb,1.0,44.0,0.6332553674032517,792.0
87896,2021-12-31 23:09:48,2022-01-01 00:31:48,바나나 하늘 바다,change computer simply,T,aaa,0.0,11.0,-0.6519780984886481,935.0
98607,2022-11-15 23:11:25,2022-11-16 00:49:25,강아지 바나나 강아지,consumer claim off,T,aaa,2.0,11.0,0.9307140028055676,932.0
63704,2019-11-11 09:30:43,2019-11-11 10:38:43,자동차 자동차 강아지,room look who,T,ccc,2.0,44.0,-0.38895707741789587,735.0
73300,2022-08-11 21:43:26,2022-08-11 22:57:26,강아지 컴퓨터 사과,nearly population just,T,aaa,0.0,44.0,0.3725490415109576,750.0
38998,2023-07-01 21:15:25,2023-07-01 21:31:25,하늘 자동차 바나나,address right carry,F,aaa,0.0,44.0,-0.44941383622149234,307.0
82162,2023-09-23 07:06:57,2023-09-23 08:37:57,하늘 바다 사과,operation lay agency,T,bbb,0.0,11.0,0.3774261500859346,219.0
39299,2021-03-02 07:43:39,2021-03-02 08:32:39,사과 바다 바다,continue away cold,F,ddd,1.0,11.0,-0.9343073386945155,360.0
18158,2022-09-14 23:24:01,2022-09-15 01:19:01,바나나 바나나 자동차,about practice sure,T,aaa,0.0,44.0,-0.5668815913233558,624.0
40243,2024-02-12 02:00:34,2024-02-12 02:52:34,사과 강아지 사과,idea machine everyone,T,eee,2.0,11.0,0.861183473098118,834.0
58698,2020-07-31 21:21:22,2020-07-31 22:05:22,사과 자동차 강아지,debate level treat,F,eee,0.0,11.0,-0.5551329911522418,104.0
56022,2021-03-08 16:47:47,2021-03-08 17:23:47,컴퓨터 바나나 바나나,among since Mr,T,ddd,0.0,44.0,0.08812547712463448,396.0
83756,2019-11-29 04:08:16,2019-11-29 05:28:16,하늘 바나나 자동차,arm order me,F,bbb,2.0,11.0,0.2225571884359001,393.0
34723,2020-10-17 18:07:46,2020-10-17 19:36:46,바다 사과 컴퓨터,game carry sport,T,eee,1.0,33.0,-0.19271454456931658,988.0
48488,2019-08-01 23:08:20,2019-08-02 00:58:20,사과 사과 사과,prevent hundred then,F,ccc,0.0,44.0,-0.22065241962409288,720.0
72303,2023-06-26 17:07:19,2023-06-26 17:36:19,자동차 바다 바나나,hundred spring offer,T,eee,2.0,33.0,0.9845561545580088,763.0
26160,2020-03-22 23:01:53,2020-03-22 23:35:53,바다 강아지 하늘,challenge past I,T,ccc,1.0,22.0,0.9220385904573376,156.0
21048,2022-02-13 14:09:52,2022-02-13 14:29:52,하늘 바나나 자동차,design item inside,F,ddd,0.0,44.0,0.5487701703364993,389.0
20816,2020-02-06 22:37:09,2020-02-06 23:40:09,강아지 바다 하늘,various media theory,T,ddd,1.0,33.0,-0.4279998269719021,992.0
87698,2022-12-22 14:48:04,2022-12-22 16:23:04,하늘 바나나 하늘,occur here other,T,bbb,2.0,44.0,-0.8695497877078824,446.0
74356,2021-06-18 03:34:22,2021-06-18 05:30:22,바다 바다 강아지,identify air health,T,eee,0.0,11.0,0.2560102317857391,816.0
99081,2022-07-08 21:31:49,2022-07-08 22:52:49,바다 하늘 강아지,similar from different,T,eee,1.0,11.0,0.6949278393233542,133.0
21707,2021-09-20 15:17:15,2021-09-20 16:07:15,,already either finish,T,ccc,2.0,22.0,-0.7995822135043604,571.0
74306,2022-05-20 13:12:04,2022-05-20 13:43:04,사과 사과 하늘,find Congress nothing,T,ccc,2.0,33.0,0.5650877930989211,514.0
28536,2022-05-06 22:26:46,2022-05-06 23:34:46,자동차 자동차 컴퓨터,share great system,T,ddd,1.0,22.0,0.8074815114554386,442.0
10316,2020-11-16 23:47:30,2020-11-17 01:15:30,컴퓨터 하늘 하늘,inside past people,T,aaa,1.0,44.0,0.03796042076822026,114.0
67267,2021-11-11 16:45:01,2021-11-11 17:33:01,컴퓨터 강아지 강아지,every hear friend,F,aaa,0.0,44.0,0.048842568578092216,548.0
25531,2020-08-05 16:39:43,2020-08-05 17:02:43,하늘 바다 사과,visit specific vote,F,bbb,1.0,22.0,-0.3881788432660491,480.0
46630,2021-04-20 08:41:01,2021-04-20 09:24:01,바다 컴퓨터 자동차,Mrs easy crime,T,eee,2.0,44.0,0.9395365356712038,318.0
68112,2022-08-03 10:10:33,2022-08-03 11:53:33,바나나 자동차 사과,money country take,F,aaa,1.0,33.0,-0.9020501227087263,699.0
65818,2024-02-29 09:18:47,2024-02-29 10:27:47,컴퓨터 바나나 컴퓨터,actually process everyone,T,bbb,0.0,44.0,0.7557177713442995,402.0
43059,2023-05-13 23:14:14,2023-05-13 23:46:14,자동차 컴퓨터 강아지,win down wear,T,ccc,1.0,33.0,0.3216252289550634,575.0
38080,2023-11-13 20:54:08,2023-11-13 22:30:08,자동차 사과 바다,commercial everything or,F,ccc,2.0,11.0,0.04898579680275872,496.0
45366,2023-09-04 17:49:36,2023-09-04 19:06:36,바다 사과 바나나,its customer child,T,eee,2.0,33.0,-0.4924754024373761,174.0
85800,2023-08-15 11:03:09,2023-08-15 12:59:09,사과 사과 바나나,provide different know,F,bbb,1.0,44.0,-0.6620299326932968,117.0
45541,2023-05-03 04:20:00,2023-05-03 04:57:00,강아지 컴퓨터 자동차,deep whether network,F,eee,2.0,33.0,0.5160610713067353,871.0
80114,2022-09-29 14:22:00,2022-09-29 15:40:00,자동차 하늘 강아지,film eight significant,T,bbb,1.0,11.0,-0.467864180584707,260.0
94657,2022-11-19 09:11:17,2022-11-19 10:56:17,강아지 사과 자동차,surface institution research,T,bbb,0.0,22.0,0.013083776753314735,780.0
20770,2022-06-07 06:52:35,2022-06-07 07:06:35,하늘 컴퓨터 강아지,community also military,T,ddd,2.0,22.0,0.27835406655705563,289.0
98895,2021-11-11 10:57:34,2021-11-11 12:21:34,강아지 강아지 바다,one wait lot,F,aaa,0.0,11.0,-0.3726003138084857,773.0
44956,2022-09-10 00:28:12,2022-09-10 02:19:12,바나나 바나나 바다,vote during such,T,ddd,2.0,33.0,0.32355201156833613,162.0
66700,2022-05-09 07:55:26,2022-05-09 08:00:26,사과 하늘 하늘,list those parent,T,ccc,1.0,33.0,-0.11774185333504672,293.0
20322,2020-10-22 02:26:39,2020-10-22 02:30:39,컴퓨터 하늘 강아지,many stock bag,T,ddd,0.0,11.0,0.1283800643752928,510.0
50092,2022-04-18 05:30:08,2022-04-18 05:32:08,바나나 컴퓨터 바다,power goal perhaps,T,ddd,2.0,44.0,-0.09621966712881291,420.0
34818,2022-10-04 07:13:51,2022-10-04 07:16:51,바다 사과 강아지,direction it music,T,ddd,0.0,44.0,0.8925046789831037,858.0
43548,2024-06-16 19:04:47,2024-06-16 19:15:47,하늘 사과 컴퓨터,daughter property bit,F,ddd,2.0,11.0,0.09012868741179059,780.0
51761,2019-08-23 13:31:52,2019-08-23 14:53:52,바다 사과 사과,rest girl clearly,F,ddd,2.0,22.0,-0.17622944451395384,690.0
58454,2022-11-11 21:42:40,2022-11-11 23:40:40,사과 하늘 사과,,T,bbb,2.0,44.0,0.6161496751209707,476.0
85446,2022-10-08 04:42:04,2022-10-08 05:09:04,컴퓨터 컴퓨터 하늘,for able scene,F,bbb,2.0,22.0,0.46357154081839247,350.0
19667,2020-01-02 04:20:29,2020-01-02 06:13:29,컴퓨터 강아지 컴퓨터,reveal true smile,,bbb,1.0,11.0,-0.5967232413447683,592.0
42251,,2022-05-15 03:03:38,강아지 컴퓨터 바나나,we century everything,T,aaa,2.0,22.0,,907.0
73038,2020-07-12 18:37:45,2020-07-12 19:50:45,바다 자동차 사과,particularly husband small,F,ccc,2.0,11.0,-0.9564364454847263,281.0
76839,2020-02-29 10:01:27,2020-02-29 11:58:27,사과 사과 사과,make policy end,F,bbb,2.0,22.0,0.20068053301488553,339.0
50986,2022-05-20 03:53:46,2022-05-20 05:17:46,강아지 사과 하늘,fund image traditional,F,ccc,1.0,33.0,-0.8850538344173442,779.0
91615,2023-10-27 00:48:32,2023-10-27 01:31:32,사과 바다 컴퓨터,bank food minute,T,bbb,0.0,33.0,-0.4607623870748918,105.0
57630,2022-12-30 01:30:44,2022-12-30 02:00:44,바나나 바나나 바다,notice result identify,F,eee,0.0,22.0,-0.02788461363262673,611.0
54595,2021-01-23 07:21:50,2021-01-23 07:39:50,컴퓨터 사과 강아지,four society rate,T,ccc,2.0,11.0,0.40916944370135333,853.0
11638,2024-02-26 12:34:09,2024-02-26 13:35:09,강아지 자동차 하늘,list them you,T,eee,0.0,33.0,-0.06339855506620351,522.0
93994,2021-11-28 01:05:38,2021-11-28 01:25:38,바나나 하늘 자동차,data choice human,T,ddd,2.0,33.0,0.630967453254863,821.0
27265,2020-11-12 13:40:33,2020-11-12 14:44:33,컴퓨터 컴퓨터 바다,man gas now,F,ccc,0.0,33.0,-0.22797167763385184,170.0
51821,2020-09-20 12:33:53,2020-09-20 13:03:53,사과 자동차 자동차,bar ahead wait,F,ccc,0.0,11.0,0.46730245433980655,619.0
30549,2020-10-24 02:09:57,2020-10-24 02:19:57,바다 사과 컴퓨터,fine sell great,F,eee,2.0,11.0,-0.9711980505857176,729.0
65536,2020-04-12 07:56:45,2020-04-12 08:05:45,강아지 자동차 사과,change age growth,T,bbb,1.0,44.0,-0.7740573075933275,622.0
67920,2022-04-01 22:54:38,2022-04-01 23:44:38,컴퓨터 강아지 강아지,interesting report tonight,T,ccc,1.0,11.0,-0.4403910392227406,
80688,2022-03-11 13:28:54,2022-03-11 15:03:54,자동차 사과 하늘,drop social experience,F,eee,2.0,22.0,-0.31158951324511874,461.0
18767,2020-04-25 08:26:02,2020-04-25 08:30:02,바나나 바나나 컴퓨터,question fast tend,F,aaa,2.0,33.0,-0.02591812205763877,204.0
29067,2019-09-25 03:46:32,2019-09-25 04:03:32,바나나 강아지 하늘,middle oil human,T,bbb,1.0,33.0,-0.19862564372835534,103.0
51387,2020-03-30 10:52:05,2020-03-30 11:36:05,하늘 컴퓨터 강아지,method again nation,F,aaa,1.0,11.0,-0.9182645750428633,996.0
22664,2023-05-29 11:38:36,2023-05-29 13:04:36,사과 하늘 컴퓨터,together public similar,T,eee,1.0,33.0,0.3824729128600741,781.0
26305,2024-03-16 17:42:31,2024-03-16 19:12:31,자동차 자동차 바다,stop market place,F,aaa,0.0,22.0,0.594609221829165,572.0
55113,2020-10-08 16:26:19,,바다 하늘 바나나,guess thing indeed,F,eee,0.0,22.0,-0.6743374213840327,751.0
90311,2019-12-11 23:55:38,2019-12-12 01:46:38,자동차 바다 바다,worker behavior quickly,F,eee,2.0,11.0,-0.3021206462021624,190.0
47467,2024-04-01 21:44:04,2024-04-01 22:39:04,사과 자동차 바나나,political off model,F,ddd,1.0,22.0,0.38339872864050384,487.0
50781,2024-03-11 20:57:59,2024-03-11 21:27:59,사과 자동차 자동차,probably until hold,T,ccc,1.0,44.0,0.817182838267801,508.0
33984,2024-06-16 23:33:02,2024-06-17 01:26:02,바다 바다 바다,only current describe,T,ccc,0.0,22.0,0.2727988117203053,119.0
81738,2023-10-20 05:36:43,2023-10-20 07:20:43,바나나 바나나 바다,eye remember course,F,ddd,1.0,22.0,0.24841900987865762,550.0
50033,2023-04-06 03:37:06,2023-04-06 04:42:06,바다 컴퓨터 자동차,commercial Congress result,F,eee,2.0,44.0,-0.3749205235638273,761.0
24660,2021-08-08 02:13:40,2021-08-08 03:41:40,컴퓨터 하늘 강아지,southern show produce,T,ccc,0.0,44.0,-0.7362674188729164,922.0
20017,2024-01-27 21:30:23,2024-01-27 22:22:23,바나나 사과 컴퓨터,treat company morning,F,bbb,2.0,44.0,0.39917626992648225,109.0
21113,2019-08-16 21:32:24,2019-08-16 22:51:24,강아지 강아지 바나나,happy practice rise,F,ddd,2.0,22.0,0.20347733628964182,865.0
26030,2020-12-14 00:01:53,2020-12-14 01:34:53,강아지 강아지 바나나,interview guy resource,F,aaa,0.0,22.0,0.4006190088578243,112.0
94815,2020-09-03 02:39:57,2020-09-03 03:45:57,자동차 강아지 자동차,include law recognize,T,ccc,1.0,22.0,0.29210565984099546,666.0
42714,2022-06-03 13:08:59,2022-06-03 13:09:59,자동차 바다 하늘,view call herself,F,ccc,1.0,,0.9134646541480449,943.0
44818,2021-05-17 21:42:35,2021-05-17 21:54:35,강아지 강아지 바나나,bag trip smile,F,bbb,1.0,33.0,0.1344703790026167,921.0
96054,2020-10-08 13:28:37,2020-10-08 15:23:37,바다 바나나 하늘,should from million,T,eee,2.0,22.0,-0.8620954711667148,185.0
21168,2022-02-10 23:28:08,2022-02-10 23:29:08,하늘 컴퓨터 자동차,PM data method,F,eee,2.0,44.0,0.800816679938442,960.0
87173,2021-12-24 03:08:10,2021-12-24 04:36:10,컴퓨터 하늘 바다,thousand heart exactly,T,ccc,2.0,11.0,0.383889950796827,793.0
73151,2023-08-02 19:12:19,2023-08-02 19:29:19,사과 바나나 바다,difference never act,F,aaa,2.0,22.0,0.03617561971786265,740.0
91220,2021-11-26 20:48:53,2021-11-26 22:40:53,바나나 강아지 컴퓨터,style real after,T,eee,0.0,22.0,0.5024468213708075,314.0
96699,2021-01-31 05:20:04,2021-01-31 07:12:04,바나나 강아지 강아지,better over industry,T,eee,1.0,33.0,-0.8497527761453456,639.0
41723,2019-08-09 10:36:57,2019-08-09 11:59:57,자동차 바다 하늘,sure clearly down,F,bbb,1.0,33.0,0.5496436077004743,558.0
43553,2021-12-05 21:43:22,2021-12-05 23:12:22,하늘 자동차 강아지,fine matter article,F,ddd,1.0,22.0,0.06938309372656692,216.0
77969,2020-10-18 04:19:49,2020-10-18 04:48:49,컴퓨터 바나나 자동차,soon stock opportunity,F,eee,2.0,44.0,0.7035331306550425,627.0
51134,2024-04-29 07:36:53,2024-04-29 08:20:53,바다 자동차 자동차,religious security international,F,bbb,2.0,33.0,0.2656234339135002,183.0
21569,2024-05-08 09:47:47,2024-05-08 10:21:47,컴퓨터 강아지 바다,imagine compare future,F,aaa,2.0,22.0,0.900069897628075,670.0
67286,2021-08-21 08:52:05,2021-08-21 10:24:05,바다 바나나 컴퓨터,subject kind region,F,bbb,2.0,22.0,0.8330936372067588,671.0
39079,2020-06-09 05:05:15,2020-06-09 06:35:15,바나나 사과 하늘,cost image hotel,F,eee,2.0,33.0,-0.18424879364028923,742.0
39356,2023-11-10 05:52:20,2023-11-10 06:27:20,바나나 강아지 사과,price certain eat,T,ddd,2.0,33.0,0.7860443076134269,491.0
45894,2022-07-19 21:13:59,2022-07-19 22:05:59,사과 자동차 하늘,full myself southern,F,ddd,2.0,11.0,0.48847195703162294,842.0
27360,2022-09-21 08:29:26,2022-09-21 09:03:26,사과 바다 바나나,research player southern,T,bbb,0.0,22.0,-0.6458745502161851,984.0
75495,2024-07-17 22:31:28,2024-07-17 22:37:28,사과 자동차 컴퓨터,wonder hair ever,F,aaa,0.0,11.0,-0.9043103991985371,600.0
96744,2019-09-26 06:32:11,2019-09-26 06:36:11,하늘 바다 하늘,song with they,F,bbb,0.0,11.0,0.06291483459717995,715.0
73168,2022-03-22 09:47:50,2022-03-22 10:41:50,하늘 바다 컴퓨터,almost catch board,T,ddd,0.0,22.0,0.2212240956981928,172.0
67655,2020-03-20 23:11:41,2020-03-20 23:45:41,컴퓨터 바다 컴퓨터,bad quickly process,T,eee,1.0,44.0,0.512234028244291,960.0
73349,2023-07-30 18:53:18,2023-07-30 20:21:18,바나나 사과 사과,quality thought world,T,ccc,2.0,11.0,0.7633282644200987,226.0
43546,2020-04-25 15:00:44,2020-04-25 16:59:44,하늘 바나나 바나나,gas official radio,T,ccc,1.0,44.0,0.9742291842779021,549.0
36809,2023-09-03 06:49:08,2023-09-03 08:10:08,바나나 바나나 컴퓨터,collection power as,T,ccc,1.0,11.0,0.6402003487073928,439.0
25370,2021-04-28 05:48:15,2021-04-28 07:08:15,바나나 컴퓨터 바나나,work student significant,T,ddd,2.0,11.0,0.407173372183113,287.0
87607,2023-10-23 08:35:56,2023-10-23 10:29:56,강아지 바다 자동차,perhaps little full,T,ddd,0.0,22.0,0.7684449173962564,725.0
77911,2023-11-04 21:11:42,2023-11-04 22:15:42,컴퓨터 컴퓨터 컴퓨터,tough from economy,F,eee,0.0,11.0,0.9170506467010933,913.0
31934,2022-01-24 21:28:52,2022-01-24 22:27:52,바나나 강아지 사과,find whatever main,T,ddd,1.0,33.0,-0.15445030450769393,869.0
42507,2020-03-16 04:19:01,2020-03-16 04:20:01,바다 강아지 컴퓨터,great but up,F,ccc,1.0,22.0,0.5863368158362776,336.0
12198,2021-11-22 12:23:00,2021-11-22 14:07:00,사과 사과 컴퓨터,student company Congress,F,eee,1.0,11.0,-0.6297729381090842,994.0
30265,2021-12-26 18:16:22,2021-12-26 19:05:22,사과 바나나 바나나,civil peace growth,F,bbb,2.0,11.0,0.3808793171410991,897.0
57447,2021-05-19 08:45:32,2021-05-19 09:11:32,바나나 컴퓨터 컴퓨터,road interview believe,F,ddd,0.0,,0.7264759939652681,421.0
13467,2022-09-27 18:33:19,2022-09-27 18:35:19,강아지 강아지 컴퓨터,election several which,F,bbb,2.0,33.0,-0.6210513090243779,311.0
81107,2020-07-31 21:02:07,2020-07-31 22:22:07,바다 하늘 강아지,you pick those,F,eee,2.0,33.0,-0.5432295652552983,553.0
36619,2022-03-01 22:13:11,2022-03-01 22:55:11,강아지 강아지 하늘,determine federal size,F,ddd,0.0,44.0,-0.31875475557206223,914.0
11065,2020-02-07 22:21:52,2020-02-07 22:50:52,바다 바다 강아지,paper rich ready,T,ddd,2.0,22.0,-0.8220069343320302,967.0
99537,2021-12-06 02:27:36,2021-12-06 03:47:36,사과 바나나 자동차,age skin move,T,bbb,2.0,33.0,0.4931065493819162,355.0
46016,2022-11-13 09:56:42,2022-11-13 11:00:42,하늘 사과 하늘,organization glass next,T,ddd,0.0,33.0,0.4411894933174181,547.0
13977,2021-02-24 18:24:15,2021-02-24 18:56:15,바다 바나나 컴퓨터,most quality your,F,ddd,2.0,11.0,-0.9038918529589797,817.0
49328,2024-05-12 19:23:24,2024-05-12 19:55:24,바나나 사과 컴퓨터,decide space agency,T,eee,2.0,11.0,-0.28908591378091875,183.0
34828,2022-01-27 19:53:17,2022-01-27 20:51:17,,degree political book,T,ccc,1.0,33.0,0.2814303761657102,947.0
59264,2021-06-15 19:45:39,2021-06-15 20:09:39,바나나 하늘 바나나,year staff hair,T,bbb,2.0,33.0,-0.4334454429300427,873.0
71680,2024-03-12 10:34:48,2024-03-12 12:02:48,하늘 자동차 강아지,she born movie,F,bbb,1.0,33.0,-0.04571402878951303,826.0
94592,2021-01-08 04:25:23,2021-01-08 04:49:23,자동차 강아지 컴퓨터,successful its mission,F,aaa,2.0,33.0,-0.18271991989007685,986.0
70954,2022-12-07 22:54:13,2022-12-08 00:50:13,강아지 자동차 하늘,chair movie treatment,F,ccc,0.0,33.0,0.8461700115906545,938.0
37866,2021-12-21 20:08:00,2021-12-21 21:14:00,바다 하늘 바다,behind lead hour,T,ccc,0.0,44.0,0.38568611830798516,270.0
97648,2021-12-29 20:31:54,2021-12-29 22:06:54,바나나 바다 컴퓨터,education answer girl,F,ccc,1.0,44.0,0.9461139501359872,761.0
46315,2024-02-13 23:50:07,2024-02-14 00:35:07,바다 자동차 바나나,weight American step,F,ddd,0.0,11.0,-0.5777726899837694,973.0
71401,2022-11-30 20:35:09,2022-11-30 21:45:09,바나나 바다 바다,blood world within,T,aaa,2.0,44.0,0.2815717811938272,465.0
76518,2020-08-08 17:54:41,2020-08-08 18:15:41,사과 바다 강아지,imagine upon responsibility,F,eee,1.0,44.0,-0.20895424987599243,216.0
83010,2023-12-06 23:13:58,2023-12-07 00:19:58,바나나 사과 자동차,although place box,F,bbb,0.0,22.0,-0.5838713393038959,210.0
89771,2020-04-26 22:00:12,2020-04-26 23:00:12,바다 바나나 강아지,break meeting bill,F,aaa,1.0,11.0,-0.5526500891623825,766.0
65208,2022-03-20 07:02:00,2022-03-20 08:41:00,하늘 하늘 바다,little score reduce,F,ddd,0.0,33.0,0.8560726763978226,636.0
97230,2023-08-14 14:29:13,2023-08-14 15:09:13,컴퓨터 강아지 컴퓨터,necessary body enough,T,ccc,1.0,22.0,-0.20148078528062618,803.0
28586,2023-01-05 07:37:09,2023-01-05 09:28:09,하늘 바다 강아지,experience once sort,T,bbb,1.0,33.0,-0.11336656985340277,752.0
79692,2023-04-17 05:31:05,2023-04-17 05:58:05,강아지 강아지 바나나,fill spring here,T,,2.0,44.0,0.646939876784886,190.0
46645,2021-09-03 02:15:08,2021-09-03 03:13:08,하늘 강아지 바다,without my these,T,bbb,0.0,33.0,-0.9280129997605022,438.0
37201,2019-12-14 19:55:40,2019-12-14 20:18:40,강아지 자동차 바다,no part find,T,eee,1.0,22.0,0.09609906566262238,398.0
56328,2023-03-23 06:27:03,2023-03-23 07:33:03,하늘 컴퓨터 하늘,,T,aaa,1.0,11.0,-0.49660416623473513,260.0
81783,2020-02-10 04:45:02,2020-02-10 06:31:02,강아지 바다 컴퓨터,himself during couple,T,ddd,1.0,11.0,0.8078699745350217,233.0
36039,2023-01-08 17:18:25,2023-01-08 18:14:25,컴퓨터 컴퓨터 사과,religious practice toward,T,eee,2.0,33.0,-0.6488735056597492,502.0
13748,2020-03-01 00:25:23,2020-03-01 01:36:23,자동차 바다 컴퓨터,north reach design,F,ccc,0.0,11.0,0.6341769648573219,191.0
27358,2020-03-19 08:29:30,2020-03-19 09:37:30,강아지 컴퓨터 바다,sea woman outside,F,ddd,0.0,33.0,-0.5534947503492105,531.0
48664,2022-06-15 01:54:44,2022-06-15 03:27:44,바나나 자동차 컴퓨터,fact and deal,T,aaa,0.0,11.0,-0.1519557245772032,411.0
86011,2019-12-31 13:18:09,2019-12-31 14:18:09,강아지 자동차 사과,officer police thank,F,eee,0.0,33.0,0.441694129300906,304.0
79209,2019-09-03 02:14:44,2019-09-03 03:50:44,바다 사과 바나나,around age prevent,T,eee,1.0,44.0,0.15527563556239388,331.0
62325,2020-01-30 05:17:48,2020-01-30 05:50:48,컴퓨터 사과 바다,news water trip,T,ddd,1.0,11.0,-0.1757749199410037,110.0
65312,2020-03-26 23:37:10,2020-03-27 00:00:10,사과 하늘 강아지,answer material next,T,bbb,1.0,33.0,0.7969064973706645,780.0
64141,2019-10-02 03:29:03,2019-10-02 05:22:03,하늘 자동차 사과,clearly fly law,F,aaa,1.0,44.0,0.6393717310885016,530.0
73898,2020-11-06 08:56:53,2020-11-06 09:34:53,사과 하늘 바나나,growth store far,F,ccc,2.0,11.0,-0.8156424289268212,894.0
67202,2024-05-12 11:43:52,2024-05-12 12:35:52,바다 바다 바나나,summer eight ever,F,ccc,1.0,11.0,0.515456913400681,606.0
56833,2022-02-22 18:11:56,2022-02-22 18:54:56,바나나 하늘 하늘,investment turn action,F,ddd,0.0,11.0,-0.5530406752093626,741.0
21166,2023-01-13 13:26:19,2023-01-13 14:17:19,강아지 사과 바나나,floor federal enough,F,ccc,0.0,22.0,0.40427507626138715,179.0
80771,2023-05-05 04:02:38,2023-05-05 05:10:38,사과 컴퓨터 강아지,century eat apply,T,eee,1.0,22.0,-0.23068490580305134,629.0
46444,2020-03-07 05:31:08,2020-03-07 06:09:08,강아지 사과 바나나,away although anyone,F,ccc,1.0,44.0,0.16585605103450884,642.0
34856,2022-11-25 18:41:49,2022-11-25 20:23:49,바다 사과 하늘,above price trip,F,bbb,1.0,22.0,0.15521540192658367,319.0
50968,2023-05-22 02:03:30,2023-05-22 03:35:30,바나나 하늘 하늘,wonder artist benefit,T,eee,0.0,33.0,-0.12394793532636195,523.0
11799,2023-12-18 18:35:15,2023-12-18 19:07:15,바나나 컴퓨터 바다,writer response article,T,bbb,2.0,44.0,-0.1206407549032702,186.0
65678,2022-12-06 16:52:07,2022-12-06 18:05:07,,college themselves against,T,bbb,1.0,22.0,-0.3724582740848028,628.0
83012,2021-06-19 12:55:32,2021-06-19 13:46:32,바다 바다 컴퓨터,official side bank,T,ddd,0.0,33.0,-0.1826204471580941,922.0
78299,2020-05-14 09:15:10,2020-05-14 09:33:10,바나나 컴퓨터 컴퓨터,assume visit allow,T,ccc,0.0,44.0,-0.7030538728067905,841.0
73236,2022-11-14 19:48:17,2022-11-14 20:23:17,바나나 바다 바나나,account crime store,F,ccc,1.0,44.0,-0.9810080325099797,901.0
51987,2023-09-02 01:10:26,2023-09-02 02:48:26,컴퓨터 사과 바다,figure arm process,T,aaa,1.0,44.0,0.021496449010254493,766.0
16816,2024-01-08 14:38:43,2024-01-08 16:10:43,사과 사과 하늘,certain let region,T,ddd,1.0,44.0,-0.9221981520576523,867.0
68561,2024-03-15 13:07:17,2024-03-15 13:51:17,컴퓨터 강아지 자동차,their century class,F,ccc,1.0,22.0,-0.30357505576767574,958.0
15945,2024-04-22 23:06:16,2024-04-23 01:05:16,컴퓨터 자동차 하늘,attack nice professor,F,ddd,2.0,11.0,0.49278934045837075,210.0
59830,2022-01-13 03:51:44,2022-01-13 05:16:44,바나나 자동차 컴퓨터,we son bed,F,ccc,2.0,22.0,-0.026175401078991856,480.0
19858,2021-03-03 09:19:01,2021-03-03 10:19:01,하늘 강아지 바나나,traditional seek strategy,T,bbb,0.0,11.0,-0.2911445650829856,726.0
67927,2021-12-12 11:45:41,2021-12-12 13:27:41,자동차 바다 바나나,citizen film first,F,ccc,1.0,44.0,-0.04986854146820052,697.0
91284,2021-03-12 08:33:47,2021-03-12 09:42:47,강아지 컴퓨터 하늘,herself argue first,F,ddd,1.0,44.0,0.3765254042061714,575.0
53909,2021-10-05 17:34:28,2021-10-05 17:59:28,사과 강아지 사과,box about democratic,F,aaa,0.0,11.0,-0.22533275933173225,745.0
80424,2022-10-23 09:08:34,2022-10-23 09:48:34,컴퓨터 자동차 바나나,low Democrat different,T,bbb,2.0,44.0,-0.5103141076437459,564.0
54983,2024-07-15 10:16:42,2024-07-15 11:22:42,컴퓨터 사과 컴퓨터,cut size policy,F,aaa,1.0,33.0,0.8482639076569587,832.0
83355,2024-01-08 03:03:42,2024-01-08 04:01:42,바다 자동차 바나나,leg window fund,T,aaa,2.0,44.0,0.07308505521710851,189.0
62623,2023-07-27 09:56:12,2023-07-27 10:33:12,컴퓨터 자동차 하늘,high in show,F,eee,2.0,11.0,0.28209674608174984,733.0
83582,2022-01-12 09:22:05,2022-01-12 09:23:05,사과 사과 하늘,bit into international,T,bbb,2.0,33.0,0.7224440811349575,744.0
61125,2020-11-26 03:24:02,2020-11-26 05:23:02,바다 하늘 하늘,treatment could our,F,ddd,2.0,22.0,-0.3233377055297213,895.0
97431,2020-04-18 02:36:57,2020-04-18 03:28:57,사과 컴퓨터 자동차,fill with identify,F,ccc,1.0,33.0,0.7666069142641883,562.0
99112,2024-01-28 22:24:33,2024-01-28 23:39:33,컴퓨터 자동차 바다,five child perhaps,F,aaa,0.0,11.0,0.7928434912822468,404.0
27322,2022-05-26 16:08:28,2022-05-26 16:49:28,자동차 바다 강아지,least organization suggest,T,ddd,1.0,22.0,0.0392643268352888,830.0
26902,2019-12-09 08:50:20,2019-12-09 10:39:20,바나나 강아지 강아지,other tree then,T,aaa,1.0,44.0,0.032829402989950074,790.0
12583,2021-02-18 05:28:56,2021-02-18 05:30:56,하늘 강아지 하늘,hand much final,F,ddd,2.0,33.0,,830.0
57835,2020-11-04 10:42:55,2020-11-04 11:31:55,하늘 강아지 하늘,analysis painting mother,F,ccc,0.0,11.0,0.8887841659714033,100.0
